X,Y,OBJECT ID,GLOBAL ID,REQUEST ID,USER  TYPE,REQUEST TYPE,REQUEST DATE,STATUS,STREET SEG ID,COMMENTS
-77.02031494,38.89289013,1,{7AA2347A-C035-4D5A-9196-07C309B4C7BF},1,Pedestrian,Blocking the crosswalk,2015/06/29 19:56:00+00,Unassigned,10022,Cars for valet at the Capital Grille constantly block the crosswalk
-77.0208769,38.89304562,2,{1AFF4069-5D94-49A1-9D1F-0A089D414F5F},2,Pedestrian,Other Driving Issue,2015/06/29 19:57:36+00,Unassigned,10022,Illegal U-Turns here
-77.02464273,38.91812516,3,{908CCF07-A389-40EE-B5D2-7ADAF90404D1},3,Pedestrian,Not enough time to cross,2015/06/29 20:14:32+00,Unassigned,10396,There is no walk sign on this intersection so I never feel safe crossing. I don't know if the light is about to turn green for motorists on Vermont Avenue
-77.00351471,38.89612377,4,{12E7A594-76F9-41CE-91AC-9B6B8E08EC5C},4,Pedestrian,Stop sign running,2015/06/29 20:15:02+00,Unassigned,4381,Constant issue; MPD never enforces despite repeated requests.
-77.0175615,38.88326628,5,{0AED48A8-A4DD-44E9-8C4A-D45E14E7462D},5,Biker,Cyclist behavior,2015/06/29 20:15:05+00,Unassigned,5344,Some cyclists often run this red light
-77.02979613,38.91919765,6,{63C07377-6059-475D-B443-52B755E093CE},6,Pedestrian,Other Walking Issue,2015/06/29 20:15:20+00,Unassigned,12172,"Developer blocking entire sidewalk and portion of road. Cars drive very fast on this stretch. Danger to pedestrians, especially seniors and children."
-77.03266743,38.9290338,7,{446A2BF2-B7D4-4EC1-9398-8A6578E5CDC2},7,Biker,Double parking,2015/06/29 20:16:05+00,Unassigned,763,"As a cyclist who lives in this area, the block between Irving and Park on 14th St NW is particularly terrible when it comes to double parking and parking in the bike lanes."
-77.00966858,38.87930255,8,{E87DC54D-4D5D-46D0-BB9F-3244D55712AB},8,Biker,Other Driving Issue,2015/06/29 20:16:42+00,Unassigned,8491,Cars park in the bike lanes here
-77.03195661,38.89940824,9,{16B83A66-E04F-433E-879B-A8C1652DE8B5},9,Pedestrian,Blocking the crosswalk,2015/06/29 20:17:15+00,Unassigned,91,Northbound signal at NY Ave remains green long after n/bound signal at H St turns red. Traffic backs up into north crosswalk (& even blocks box entirely). Signals desperately need retiming.
-77.00589002,38.90374848,10,{54E6610D-A5C5-49AA-9312-E80C88A5010B},10,Biker,Red light running,2015/06/29 20:18:49+00,Unassigned,7950,"On 1st St the 2-way protected bike lane runs along the east side of the street. At L, westbound drivers turn right on red (if they stop at all) despite oncoming 2-way bicycle traffic. I have come within 2 feet of a T-boning driver twice"
-77.02416284,38.8939434,11,{E918281F-AA57-4B60-B43D-CC5C693E9C1B},11,Pedestrian,Poor visibility,2015/06/29 20:19:13+00,Unassigned,8606,"Post-mounted signs on SW corner (facing eastbound traffic) almost completely block approaching motorists' view of pedestrians entering crosswalk. Extremely dangerous after 7pm, when right on red becomes legal."
-77.03457247,38.90657391,12,{CEB9A4EA-3946-4355-B4A4-15C7C147CCAB},12,Pedestrian,Red light running,2015/06/29 20:19:31+00,Unassigned,746,Red Light running and Speeding is a major problem on Massachusetts Ave at this intersection during rush hour.
-77.02599214,38.90228864,13,{B6C09899-02CD-4357-87FD-1F049538FFB7},13,Pedestrian,Blocking the crosswalk,2015/06/29 20:22:11+00,Unassigned,5193,Taxi drivers routinely exceed the allotted space for the taxi stand at the hotel and park in the crosswalk.
-77.00589177,38.90253055,14,{144BED48-BC50-41BB-8C45-2A48157FA3DA},14,Biker,Red light running,2015/06/29 20:22:55+00,Unassigned,1292,"Northbound drivers turning right onto K NE frequently turn without yielding to 2-way bicycle traffic on the 1st St. protected bike lane. Signs suggest yielding to bicycles, but signal separation is needed."
-77.03285169,38.89910126,15,{C3954859-1E5E-45D5-996C-4C5252514932},15,Biker,Double parking,2015/06/29 20:22:59+00,Unassigned,732,Tour busses consistently block eastbound bike lane.
-77.02397474,38.89730355,16,{3482EA67-9532-4E38-B162-410F5F7E86F9},16,Pedestrian,Failure to stop for pedestrians,2015/06/29 20:23:21+00,Unassigned,1479,Drivers turning south onto 9th from F St. (from either direction) routinely fail to yield to pedestrians in crosswalk. Red-light-running also extremely common. Intersection needs a dedicated left-turn arrow for w/bound cars turning south onto 9th St.
-77.01990529,38.89802228,17,{7526ADD2-06EA-4687-87D9-D033BDE9CB33},17,Biker,Double parking,2015/06/29 20:23:54+00,Unassigned,6031,"When events occur at the Verizon Center, load-ins are scheduled during rush hour. Multiple vehicles park in the rush hour zone on the east side of the street. On the morning of 6/29/15, they were parked in 2 of the 3 lanes."
-77.0394679,38.92478003,18,{A50FCCAD-6006-4B91-9336-1C4B5AA97831},18,Pedestrian,Other Walking Issue,2015/06/29 20:23:58+00,Unassigned,800,"Ongoing construction here has the south sidewalk completely blocked off and closed, forcing peds to cross the street. There is a crosswalk here, but cars are often going very fast and it's not easy to cross."
-77.0327036,38.89552023,19,{D6ECB052-6812-4909-8B14-44455FB16E38},19,Biker,Other Driving Issue,2015/06/29 20:24:17+00,Unassigned,1067,Illegal U-turns
-77.03521848,38.92147083,20,{A96E4968-9CA2-4C7D-9E6E-95BDAC0D17AD},20,Pedestrian,Failure to stop for pedestrians,2015/06/29 20:25:26+00,Unassigned,13234,"There's a crosswalk here across 15th street to/from the park, but it's at the top of the steep hill and there's poor signage, so cars never stop for peds walking into crosswalk. Needs blinking lights, etc for safety. I've almost been hit here."
-77.01990716,38.8956504,21,{5CDE043D-3549-46B9-8922-CEC4A196927B},21,Biker,Double parking,2015/06/29 20:25:41+00,Unassigned,13243,Government shuttle busses stop/ park in this block during rush hour/ no parking hours in the AM. The other 3 streets do not have this restriction. Please get this illegal shuttle bus stop shut down!
-77.02208666,38.92097576,22,{268BD057-D291-4122-86F5-AD746DDFCA4B},22,Biker,Speeding,2015/06/29 20:26:18+00,Unassigned,13081,"all day, every day"
-77.04327655,38.90567105,23,{76F3FBDA-38C3-468A-8A31-9B6AACCFA552},23,Biker,Blocking the bikebox,2015/06/29 20:26:20+00,Unassigned,7809,"At every light cycle, between 1-4 lanes of car traffic block this box. Furthermore, drivers make left turn on red against the light and without stopping, even bullying pedestrians out of the way"
-76.9816172,38.92645951,24,{BA86A977-FA7E-4DD3-8784-4A9D36F68079},24,Biker,Speeding,2015/06/29 20:26:36+00,Unassigned,348,
-77.027586,38.90375043,25,{2680DB20-85BD-452F-A503-B2A66E05515F},25,Car Driver,Double parking,2015/06/29 20:26:57+00,Unassigned,10829,"Shuttle bus keeps stopping here, even during the rush hour/ no parking times. Multiple instances of shuttle bus stopped in the right most lane from 4-6:30 pm daily."
-77.02294933,38.91672641,26,{8F4C7C1C-CF58-4198-8EBD-1D283D46A6F0},26,Pedestrian,Long wait to cross,2015/06/29 20:27:02+00,Unassigned,9162,near impossible
-76.97711136,38.91009499,27,{A2E54B4C-5E77-4FDD-B85F-4EA0C84C8AB8},27,Biker,Speeding,2015/06/29 20:27:28+00,Unassigned,791,Car often treat this as a limited access highway.
-77.01756044,38.88573832,28,{27774BA3-F2DA-431A-B7B1-13E550800D26},28,Biker,Double parking,2015/06/29 20:27:47+00,Unassigned,1143,I have encountered a Government shuttle bus double parking in the bike lane to discharge passengers on multiple occasions at this location.
-77.0225558,38.92419606,29,{B2ABDD65-F361-445E-9C4A-28385ED64292},29,Pedestrian,Long wait to cross,2015/06/29 20:28:03+00,Unassigned,2759,
-77.02275793,38.9257908,30,{D168D765-FAA1-46FC-A52E-C7487CA811D9},30,Pedestrian,Speeding,2015/06/29 20:28:22+00,Unassigned,11358,
-77.03273898,38.9295861,31,{5EC428D6-DBE4-4440-8618-1D1B0BADD4C5},31,Biker,Double parking,2015/06/29 20:28:28+00,Unassigned,763,"On 14th between Irving & Park, bike lanes are constantly blocked by double parked vehicles adding more chaos to an already complex road environemnt"
-76.97418444,38.94246473,32,{D75759C3-B8DD-43EC-9697-FC3440FE2614},32,Pedestrian,Speeding,2015/06/29 20:28:41+00,Unassigned,11193,west/southbound drivers accelerate aggressively off the light at Eastern
-76.97622488,38.92771629,33,{EED90197-3D10-4E6F-A928-48A9DF8BC47F},33,Pedestrian,Stop sign running,2015/06/29 20:28:46+00,Unassigned,8517,Cars on 20th often fly through with little slowing.
-77.01756216,38.88304914,34,{FB9AAAF9-0B42-4DFB-BEB6-31DEDCA6B4D2},34,Biker,Accessibility Issue,2015/06/29 20:29:08+00,Unassigned,6650,Construction site has closed the sidewalk without proper signage/ rerouting. They often impinge on the bike lane as well and park construction vehicles in the south bound lane without traffic rerouting or traffic direction.
-77.02399318,38.90586925,35,{53A04E1F-8DBD-4853-87BD-FDDE6149572A},35,Biker,Other Driving Issue,2015/06/29 20:30:00+00,Unassigned,1383,cars will pass bikers in an extremely dangerous fashion
-77.00906286,38.87930116,36,{D52CEB46-338B-4DAB-A86D-EEF807DD62AA},36,Biker,Other Driving Issue,2015/06/29 20:30:20+00,Unassigned,8285,Drivers frequently use the right turn only lane to proceed straight on eastbound I St and drive through the bike lane.
-76.99376182,38.9037351,37,{85E0819E-EDB5-4E9D-A8A7-703187E8A638},37,Biker,Poor visibility,2015/06/29 20:30:15+00,Unassigned,10647,"When making a right from West Virginia onto L St, it's difficult to see if any cars are coming up or down 9th St (and folks often speed). It's also difficult for cars to negotiate right of way here because West Virginia traffic doesn't stop."
-77.01833309,38.9229306,38,{4367A4E8-E5A4-4C17-B1B7-78FEC0DDE303},38,Biker,Double parking,2015/06/29 20:30:27+00,Unassigned,2089,Drivers double park in the southbound bike lane waiting to pick up students from Howard every day from roughly 3-4pm forcing bicyclists to quickly merge into very fast downhill traffic.
-77.032752,38.92991177,39,{242581FB-0C57-480B-836E-7A9B96C6834C},39,Biker,Double parking,2015/06/29 20:30:28+00,Unassigned,763,"cars, delivery trucks, metro shuttles, taxis park in this bike lane all day every day"
-76.9941657,38.92559871,40,{9E096DD0-7AC3-4CD4-8149-5F9280285FD5},40,Car Driver,Speeding,2015/06/29 20:30:38+00,Unassigned,10289,"Lanes are very wide on the bridge, drivers speed to the next light or carry high speed into Brookland or Edgewood."
-77.02705597,38.89499088,41,{1740F180-1968-4AEA-9D2F-2B9733495B2C},41,Biker,Other Driving Issue,2015/06/29 20:31:34+00,Unassigned,12987,"Drivers frequently make left turns onto Penn from the right lane, proceeding across marked bike lanes to proceed west on Penn and interfering with drivers making the left from the left lane."
-77.02705291,38.89533346,42,{48E955DA-4D6A-44DD-8838-DF6BD6623568},42,Biker,Other Driving Issue,2015/06/29 20:32:17+00,Unassigned,12987,Frequent u-turns across the bike lane in the middle of 11th made by valets from the two restaurants on the corners of 11th & Penn.
-77.03275649,38.93005212,43,{F9914745-3D34-4AB5-AECC-3D9425AA6850},43,Pedestrian,Failure to stop for pedestrians,2015/06/29 20:32:19+00,Unassigned,763,
-77.03273251,38.92951754,44,{A26FEA7F-6C2A-4C33-805F-F1373167CE71},44,Biker,Double parking,2015/06/29 20:32:54+00,Unassigned,763,"drivers in bike lanes all the time, never enforced"
-77.05500058,38.89981225,45,{82F7458E-2058-4AF9-9A63-1A903A157A78},45,Biker,Speeding,2015/06/29 20:33:25+00,Unassigned,937,
-77.00327316,38.9083426,46,{9CBAA58C-D12B-4FDE-A556-70EAE4B7EA75},46,Pedestrian,Long wait to cross,2015/06/29 20:33:38+00,Unassigned,13973,Crossing Florida Ave. at 2nd street is a multi-minute experience
-77.02254619,38.92433854,47,{D11859ED-DEF6-4F9E-90E8-40134EA48E8F},47,Biker,Other Driving Issue,2015/06/29 20:33:45+00,Unassigned,7530,"constant speeding, close passing"
-77.02962759,38.90485015,48,{148BFB13-CC65-46F7-B347-7A69C77081EE},48,Pedestrian,Failure to stop for pedestrians,2015/06/29 20:33:51+00,Unassigned,11875,Intersection dangerous for Peds at rush hour + at night. Rush hour drivers illegally turn left off NB 13th to drive under circle. Also frequent red light running. Low visibility of Peds. LPI works as slight deterrent but traffic cam would be better.
-77.00349975,38.90565931,49,{F2A0AFC7-2381-4F08-AEB6-55E9E545ED64},49,Pedestrian,Other Driving Issue,2015/06/29 20:34:10+00,Unassigned,2016,WMATA vehicles regularly use the sidewalk to park.
-77.0219033,38.91868691,50,{4926AE04-E684-4B5E-9A26-12351447E645},50,Pedestrian,Failure to stop for pedestrians,2015/06/29 20:34:31+00,Unassigned,13281,
-77.08572889,38.90869297,51,{E2AA1B8E-7748-4530-9D71-B880F5EBE398},51,Biker,Speeding,2015/06/29 20:34:33+00,Unassigned,9827,Vehicles - including WMATA buses - regularly go 35-40 down this residential street.
-77.02294849,38.91664505,52,{FA779B8C-7B3D-4559-BD45-EE8FC85CB012},52,Pedestrian,Failure to stop for pedestrians,2015/06/29 20:34:48+00,Unassigned,9162,
-77.00412204,38.90565925,53,{B86EEB4A-CA51-4296-99F0-532BB5D87547},53,Biker,Double parking,2015/06/29 20:35:04+00,Unassigned,2016,People regularly stand/park in the bike lanes.
-77.04034288,38.92424122,54,{D6500401-B4D7-4682-B733-7CA07C119C26},54,Pedestrian,Failure to stop for pedestrians,2015/06/29 20:35:09+00,Unassigned,10909,light timing and light visibility means that drivers often continue through crosswalk even when peds have the green light.
-77.02397077,38.90707472,55,{4D5FE07F-66B1-4849-A4E6-47476AAB9990},55,Biker,Speeding,2015/06/29 20:35:14+00,Unassigned,1383,
-77.0090583,38.90469946,56,{37B71784-EB9F-4F2A-A842-42E234B1BBBC},56,Car Driver,Long distance to cross,2015/06/29 20:35:15+00,Unassigned,12858,I am concerned about the ability of pedestrians to cross North Capitol to get to the bus stop on the southbound side between Pierce and L. The crosswalk is long and faded and drivers there move quickly and aggressively.
-77.02808625,38.90431924,57,{CB0D6647-3247-4D34-AE18-1CF000CABAA4},57,Biker,Other Driving Issue,2015/06/29 20:35:38+00,Unassigned,1586,The only time I don't see drivers blocking the box here during PM Rush is when DDOT officers are present. This intersection needs a serious redesign.
-77.0239937,38.90209858,58,{703C56B0-CBAC-46D0-9174-41E9A24C6A74},58,Pedestrian,Blocking the crosswalk,2015/06/29 20:35:32+00,Unassigned,12648,
-77.09543061,38.91632143,59,{27CBD28A-B59C-4A46-A2AD-C6C5DA197104},59,Biker,Speeding,2015/06/29 20:36:02+00,Unassigned,6071,Literally no one obeys the school zone limit here. There are two schools here.
-77.02704077,38.92077865,60,{C76224DC-BA6D-41A0-B037-3AB232B7C42F},60,Biker,Other Biking Issue,2015/06/29 20:39:18+00,Unassigned,7206,"This area could use a continuation of the 11th Street bike lane, as it gets very congested until the bike lane returns further down the road."
-77.03027724,38.90943971,61,{002F64BC-75E4-4EA6-8A19-6E6E2CAAA812},61,Pedestrian,Not enough time to cross,2015/06/29 20:39:36+00,Unassigned,9934,"Not enough time to cross (12 seconds, I believe) when walking from south side of RI Ave to P St.  Cars frequently run red light from Circle to RI Ave, makes for dangerous situation as Peds then have remaining time to cross 4 lanes and island."
-77.01768469,38.87751249,62,{0661CBD1-40D7-4532-9A84-8EF405DB435D},62,Biker,Double parking,2015/06/29 20:40:04+00,Unassigned,14208,Cars double park for safeway and DC government offices in the bikelane... all the time.
-77.00655269,38.91113241,63,{9590BA10-70CA-41A7-93E6-F7B0FAB6664E},63,Car Driver,Other Driving Issue,2015/06/29 20:41:00+00,Unassigned,12882,"While 2 lanes on 1st street turning into Florida Ave have a sign showing 2 lanes are designated for East vs West, cars turn from outer most right lane onto 2 lanes marked for East instead of onto West, which leads to side collisions w cars."
-77.08767779,38.9358606,64,{7E70C2E4-14FE-4316-B7F4-53D4D2A6A87B},64,Pedestrian,Long wait to cross,2015/06/29 20:42:21+00,Unassigned,6571,
-77.02191896,38.89980664,65,{4359E4F5-2590-4A9F-80EC-184A78E67B4B},65,Pedestrian,Double parking,2015/06/29 20:36:06+00,Unassigned,2783,
-77.03851342,38.90375795,66,{4B2660CD-3FAB-4097-B70B-369F2934B3BD},66,Biker,Other Driving Issue,2015/06/29 20:36:14+00,Unassigned,11313,"Cars constantly take lefts over the L St. cycletrack here and in many other places along the cycletrack, holding up traffic and potentially killing cyclists."
-77.02191891,38.89962707,67,{002EDAAC-7F8B-45C1-A0F8-A822F93C5F1F},67,Pedestrian,Double parking,2015/06/29 20:36:19+00,Unassigned,2783,drivers blocking bus stop
-76.9772635,38.88868622,68,{1D5B0C80-8A5B-491A-9C1C-9BFFE9583FCC},68,Pedestrian,Other Walking Issue,2015/06/29 20:36:44+00,Unassigned,6197,Bring back the crosswalk! It was recently removed for no good reason and this has become extremely dangerous.
-77.0985297,38.92096124,69,{93776AF7-D43B-49F8-AB8E-9532F3096C5E},69,Biker,Speeding,2015/06/29 20:36:48+00,Unassigned,10049,90% of vehicles break the speed limit here to a dangerous degree.
-76.97726358,38.88871131,70,{5906F690-38D1-454C-9212-B7E269603F3F},70,Pedestrian,Other Walking Issue,2015/06/29 20:37:24+00,Unassigned,6197,The crosswalks at 19th and A ST SE were removed and replaced by an inconvenient mid-block crosswalk further up 19th.
-77.03085823,38.93096979,71,{7CFA5131-46DA-44D9-8A13-43C7661422D1},71,Pedestrian,Other Walking Issue,2015/06/29 20:37:56+00,Unassigned,7396,This intersection most certainly needs a crosswalk for pedestrians
-77.02930296,38.92058492,72,{4E523E86-5090-48E1-8C5F-B10C518E94F5},72,Pedestrian,Accessibility Issue,2015/06/29 20:37:57+00,Unassigned,3304,parking lot gate left open every night blocking entire sidewalk
-76.99496654,38.89479871,73,{E7F94133-F748-428F-9333-CF05A7E34F91},73,Car Driver,Poor visibility,2015/06/29 20:38:11+00,Unassigned,9107,"This should be a four-way stop. Traveling east on D Street, I can't see traffic coming from the south because of parked cars, and have to inch slowly and dangerously into the intersection and just hope I don't get T-boned."
-77.01756064,38.87300037,74,{18626A9D-EF7C-40C7-94B2-8C47E1DDC15B},74,Pedestrian,Failure to stop for pedestrians,2015/06/29 20:38:24+00,Unassigned,2061,"There is a poorly marked crosswalk here and cars rarely stop for pedestrians.  For some reason, cars drive really fast in this stretch probably because it's 4 lanes.  We need at the least better cross-walk signage and a stop for pedestrians sign."
-77.03650312,38.91943782,75,{A16795C0-B6F4-462E-8688-43913DA0398E},75,Pedestrian,Speeding,2015/06/29 20:38:32+00,Unassigned,6882,
-76.98741839,38.90158355,76,{C017F88B-C943-40C2-B884-D1560CBBCD55},76,Pedestrian,Failure to stop for pedestrians,2015/06/29 20:38:47+00,Unassigned,6565,"Cars traveling along Florida Ave routinely refuse to stop for pedestrians here, often erratically honking and antagonizing peds."
-77.04342587,38.91558088,77,{6A15B134-30EE-4D21-9613-AE9A4F98567D},77,Biker,Stop sign running,2015/06/29 20:57:03+00,Unassigned,10008,Cars don't seem to realize this is a 2 way stop and cross traffic doesn't stop.
-77.00350773,38.91406492,78,{3B162675-72E5-4FFA-8D76-1ECB4C33A13B},78,Car Driver,Poor visibility,2015/06/29 20:59:49+00,Unassigned,13015,"Very difficult to see around parked cars on east side of 2nd St NE, when turning left onto 2nd from any perpendicular street."
-76.9883622,38.92313334,79,{E1E338F7-838E-4361-B3FD-B1601595B46A},79,Car Driver,Jaywalking,2015/06/29 20:57:42+00,Unassigned,4605,"Pedestrians regularly cross here at Douglas where there is no crosswalk. I am not suggesting citing pedestrians, but instead would like to see some fix that would allow people to cross safely to the apartment buildings on the east side of Brentwood."
-77.03389859,38.93067435,80,{140CF5E6-9EA2-4B24-A4D3-D5BBE708CDEA},80,Biker,Other Driving Issue,2015/06/29 20:58:03+00,Unassigned,8555,"this road need a bike lane, if you are on a bike cars will pass within inches of you"
-77.02524898,38.8942474,81,{EF86A552-C795-40DB-9BD7-3746DC6C2522},81,Biker,Speeding,2015/06/29 20:42:26+00,Unassigned,8606,
-77.02294653,38.92709356,82,{D61DE14E-0937-4307-AFC9-A1270B38D60C},82,Biker,Speeding,2015/06/29 20:42:41+00,Unassigned,4509,"cars always speeding, never giving room when passing"
-77.01755789,38.88919466,83,{C7DBD375-2BFA-47B5-91F4-53FA80402231},83,Biker,Other Biking Issue,2015/06/29 20:42:43+00,Unassigned,12516,The bikelanes on 4th St between Madison and Jefferson are too narrow and put cyclists in the dooring zone.
-77.08773288,38.93579616,84,{55007D1A-8765-4932-BF67-C51F44CACDD8},84,Pedestrian,Not enough time to cross,2015/06/29 20:42:45+00,Unassigned,9240,
-77.02480895,38.89412424,85,{C87101DA-4E4F-4433-97F1-8B08FF246FCF},85,Biker,Speeding,2015/06/29 20:42:52+00,Unassigned,8606,
-77.0276074,38.89490073,86,{25E6AC02-52E3-4C1F-A3C6-D9C124579041},86,Biker,Speeding,2015/06/29 20:43:07+00,Unassigned,10736,
-77.0875411,38.93569679,87,{DB6B4CA0-32EB-4417-A734-773B6476DC27},87,Pedestrian,Blocking the crosswalk,2015/06/29 20:43:20+00,Unassigned,3392,
-77.00386456,38.88982419,88,{D38EC290-51B2-408C-AFEF-7C507982A910},88,Biker,Other Biking Issue,2015/06/29 20:43:23+00,Unassigned,12094,"The south side door zone bike lane on East Capitol at 2nd is perpetually blocked by a cone, placed there by US Capitol Police explicitly to force cyclists into the general travel lane. (Also, door zone bike lane.)"
-77.02653398,38.89460624,89,{D07FA282-D2FB-4346-AC74-E99D74847359},89,Biker,Speeding,2015/06/29 20:43:27+00,Unassigned,8870,
-77.01173753,38.89318549,90,{CD0D02D0-72E3-4BE2-87EB-B39D2DD99A19},90,Biker,Speeding,2015/06/29 20:43:49+00,Unassigned,3351,
-77.05554329,38.90010669,91,{CE556787-ACF9-4766-9B10-4B09DF43E2C7},91,Biker,Other Biking Issue,2015/06/29 20:43:52+00,Unassigned,937,"There is no safe connection between the well-traveled bike route on the Capital Crescent Trail and Foggy Bottom/rest of DC. VA Ave. has NINE LANES for cars and NOTHING for the hundreds of cyclists that have to brave speeding, lane-changing motorists."
-77.01704431,38.87466851,92,{58430646-4EE6-4AC8-8C6A-F98A3ED37C6B},92,Pedestrian,Other Walking Issue,2015/06/29 20:43:57+00,Unassigned,4156,Sidewalk deteriorated... I mean really bad.
-77.00999723,38.89443947,93,{1FE5EC82-0E03-42A2-9EBB-7AD72C40C079},93,Biker,Speeding,2015/06/29 20:44:01+00,Unassigned,3345,
-77.08773288,38.93579616,94,{464A356D-B691-4ACA-8659-149EB9650681},94,Pedestrian,Red light running,2015/06/29 20:44:07+00,Unassigned,9240,
-77.0876207,38.93592729,95,{BC327F58-6AE3-431C-B30A-8B7B161AF05A},95,Pedestrian,Failure to stop for pedestrians,2015/06/29 20:44:43+00,Unassigned,6571,
-77.01756267,38.89180121,96,{4D157AA7-0D50-4CEB-B960-3718CB0942E6},96,Biker,Blocking the bikebox,2015/06/29 20:44:59+00,Unassigned,11684,Drivers frequently enter bike box and crosswalk at this intersection during AM Rush.
-77.08773288,38.93579616,97,{077F60B9-E517-4E0C-801D-FF2556AA5108},97,Biker,Blocking the bikebox,2015/06/29 20:45:24+00,Unassigned,9240,drivers blocking bike lane
-77.02310202,38.92087137,98,{111D3CAE-EA23-41E9-9F0A-7951A2E62944},98,Pedestrian,Stop sign running,2015/06/29 20:45:45+00,Unassigned,9706,"drivers hardly ever stop, often go straight from heading east to turning into the mcdonalds parking lot in one fluid swerve"
-77.00058246,38.88428487,99,{14F872E2-6AA3-4CB7-A89E-76FF012FD82F},99,Pedestrian,Stop sign running,2015/06/29 20:45:52+00,Unassigned,10231,"Lots of people make a token rolling stops, if even that, on their way down 4th street (presumably heading towards the freeway onramp)."
-77.02324716,38.92086593,100,{A2EC194D-4C99-46B6-B58F-441246E99618},100,Pedestrian,Speeding,2015/06/29 20:46:02+00,Unassigned,9964,
-77.03109808,38.89970894,101,{0BB2AFCE-C037-43BF-89C6-9A00BC084E91},101,Biker,Double parking,2015/06/29 20:46:04+00,Unassigned,1140,The east-bound bike lane is always blocked by idling vehicles during rush hour. Totally useless.
-77.02720109,38.93869624,102,{E7E8068E-D64D-43F4-B012-81D3A8D2CEBD},102,Biker,Poor visibility,2015/06/29 20:46:12+00,Unassigned,3190,I've had cars have a difficult time seeing me on my bike at this particular intersection.
-77.01976224,38.89831826,103,{9C848905-06E6-45CC-B459-15F1A2FB8FC6},103,Biker,Red light running,2015/06/29 20:46:47+00,Unassigned,3108,Drivers frequently make right on red without regard for traffic heading north on 6th St NW.
-76.94687196,38.89774385,104,{B234E5B1-0E6F-45C8-A676-C62C73A6BD47},104,Pedestrian,Jaywalking,2015/06/29 20:46:45+00,Unassigned,15360,"many, many, many of people (mostly kids from the high school) jaywalk across the street to get from either the bus bay, metro, or to the school. One child was hit here in this location last year. A mid-block crossing with HAWK signal is needed here."
-77.01990962,38.8993163,105,{B48572AF-0EBB-47C1-A06F-27A7C1D5DE04},105,Biker,Other Driving Issue,2015/06/29 20:47:30+00,Unassigned,11371,Cars frequently parked here during AM rush hour restictions.
-77.08776912,38.93575387,106,{8B66E327-6D0D-443C-96A1-DA4505E3B555},106,Pedestrian,Blocking the crosswalk,2015/06/29 20:47:24+00,Unassigned,9240,
-77.00386458,38.88982419,107,{D09E50AD-B1F8-410C-AF86-D0051CC80C8E},107,Car Driver,Other Driving Issue,2015/06/29 20:46:47+00,Unassigned,12094,"Cyclists don't stay in the bike lane here, due to permanent blockage by US Capitol Police. On Independence Ave for similar security purposes they've built a parking cove, but not here on East Capitol."
-77.01991128,38.89975948,108,{7D50697C-BFF2-4E48-954D-3E9A6EFFDA73},108,Biker,Jaywalking,2015/06/29 20:48:15+00,Unassigned,11371,Pedestrians frequently cross 6th without regard for the pedestrian signals and remain in the intersection against the right of way.
-77.01990683,38.89438992,109,{D47F03D7-95C0-4514-9217-8E30FF48FEE9},109,Biker,Jaywalking,2015/06/29 20:49:02+00,Unassigned,6924,Frequent jaywalking at this intersection in the AM.
-77.01990694,38.89480177,110,{AF6776DF-46B1-4638-95B1-FC23683C5797},110,Biker,Jaywalking,2015/06/29 20:49:31+00,Unassigned,5635,Frequent jaywalking at this intersection in the AM.
-77.0259965,38.92054926,111,{63B00508-963F-434F-8BC6-12A7257B18A1},111,Pedestrian,Stop sign running,2015/06/29 20:49:56+00,Unassigned,53,this whole intersection in such a bizarre mess
-77.02441012,38.91840601,112,{9F699B52-B869-43FC-AAE7-1DDA02A3822D},112,Pedestrian,Long distance to cross,2015/06/29 20:50:31+00,Unassigned,12940,crossing here is very difficult
-77.0350667,38.94012685,113,{C46CDE04-64F9-4132-9A2E-44E9B17CADE8},113,Pedestrian,Other Biking Issue,2015/06/29 20:50:31+00,Unassigned,9688,I've seen many drivers honk and be aggresive towards cyclists on this part of  Piney Branch while  I've been running.
-77.02522424,38.91973258,114,{34247384-8F81-49A0-98AB-7818E5995325},114,Pedestrian,Speeding,2015/06/29 20:50:59+00,Unassigned,3536,
-76.98076855,38.88868956,115,{BC3BA806-72CD-43AB-89AE-0FBCEB40B1F1},115,Pedestrian,Failure to stop for pedestrians,2015/06/29 20:51:14+00,Unassigned,5431,failure to stop for pedestrians at crosswalk
-76.98076727,38.88928384,116,{BEC04031-3FED-49C6-90A9-D0BA910F8592},116,Car Driver,Speeding,2015/06/29 20:51:40+00,Unassigned,5431,
-77.0077804,38.9462613,117,{414CB6D7-8DF7-4A02-AC1E-8348F74BE0EE},117,Pedestrian,Failure to stop for pedestrians,2015/06/29 20:51:57+00,Unassigned,3688,"Cars frequently run the red light turning left from N Capitol, preventing pedestrians from crossing Allison St."
-77.01578365,38.89162919,118,{4D1CDD0C-7319-434F-80D0-94B31FD7E036},118,Biker,Double parking,2015/06/29 20:52:39+00,Unassigned,13022,Uncontrolled parking area in the median of Pennsylvania Ave between 3rd & Constitution requires drivers to use the bike lanes to approach the parking area. Friends have been struck here. -drs
-77.02092301,38.91586388,119,{7523388B-07B6-4D4D-B977-1E5563924B87},119,Biker,Speeding,2015/06/29 20:52:41+00,Unassigned,11325,"so much speeding, so little enforcement"
