Bike ID,iOS,Latitude,Longitude,Rental URIS
"{""bike_id"":""d065d5d7-b3f7-47af-8ee4-1e567a89c29f""","ios:""limebike://map?selected_vehicle_id=DWB22UOPWSKCU\u0026generated_at=1634666729""}}","lat:""38.8829""","lon:""-76.9796""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=DWB22UOPWSKCU\u0026generated_at=1634666729"""
"{""bike_id"":""8534e8a2-e94a-4e80-bebf-0178e355c99c""","ios:""limebike://map?selected_vehicle_id=R426W3K3QFADX\u0026generated_at=1634666729""}}","lat:""38.8979""","lon:""-76.9797""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=R426W3K3QFADX\u0026generated_at=1634666729"""
"{""bike_id"":""c53836ea-106c-4c56-aea7-2fbceb5da575""","ios:""limebike://map?selected_vehicle_id=OORG32RRIEPR4\u0026generated_at=1634666729""}}","lat:""38.8829""","lon:""-76.9798""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=OORG32RRIEPR4\u0026generated_at=1634666729"""
"{""bike_id"":""333ca4ea-11b3-4d0a-b743-58faf8b2009f""","ios:""limebike://map?selected_vehicle_id=D6YDNHRDTSJV4\u0026generated_at=1634666729""}}","lat:""38.8828""","lon:""-76.9798""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=D6YDNHRDTSJV4\u0026generated_at=1634666729"""
"{""bike_id"":""a9a1ac42-c1f8-4a2e-ac3e-91a22f5d55b7""","ios:""limebike://map?selected_vehicle_id=7PZQQBNXTMBJP\u0026generated_at=1634666729""}}","lat:""38.9072""","lon:""-76.9799""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=7PZQQBNXTMBJP\u0026generated_at=1634666729"""
"{""bike_id"":""19fe85e2-cf41-4249-b9a1-6a97f801e347""","ios:""limebike://map?selected_vehicle_id=LGHBDCE7YU42B\u0026generated_at=1634666729""}}","lat:""38.8972""","lon:""-76.9799""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LGHBDCE7YU42B\u0026generated_at=1634666729"""
"{""bike_id"":""46467180-5df9-4847-9617-b35a33ad70a4""","ios:""limebike://map?selected_vehicle_id=PELX74SRYY5CS\u0026generated_at=1634666729""}}","lat:""38.9056""","lon:""-76.98""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=PELX74SRYY5CS\u0026generated_at=1634666729"""
"{""bike_id"":""f3f5b299-4d0b-4015-a6a5-50df3796dce2""","ios:""limebike://map?selected_vehicle_id=NIZHDNMEWN7BC\u0026generated_at=1634666729""}}","lat:""38.9025""","lon:""-76.98""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=NIZHDNMEWN7BC\u0026generated_at=1634666729"""
"{""bike_id"":""5ff16934-523f-49c7-90f9-c58c34b6fc3d""","ios:""limebike://map?selected_vehicle_id=SASHNVT33XBBY\u0026generated_at=1634666729""}}","lat:""38.8935""","lon:""-76.9801""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=SASHNVT33XBBY\u0026generated_at=1634666729"""
"{""bike_id"":""38e11956-9872-4dac-bef9-e7ae5d4c5a2f""","ios:""limebike://map?selected_vehicle_id=W36SNHBOJT4RD\u0026generated_at=1634666729""}}","lat:""38.9008""","lon:""-76.9804""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=W36SNHBOJT4RD\u0026generated_at=1634666729"""
"{""bike_id"":""f755feb8-2ded-4eb5-bf9f-7d0594a9eccd""","ios:""limebike://map?selected_vehicle_id=YWKSP6PPZKF7X\u0026generated_at=1634666729""}}","lat:""38.9204""","lon:""-76.9804""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=YWKSP6PPZKF7X\u0026generated_at=1634666729"""
"{""bike_id"":""2a9e19c4-bd2e-4622-b854-bbcf91057895""","ios:""limebike://map?selected_vehicle_id=GUUYR4BO2F2NY\u0026generated_at=1634666729""}}","lat:""38.885""","lon:""-76.9805""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=GUUYR4BO2F2NY\u0026generated_at=1634666729"""
"{""bike_id"":""3020cd25-4a9c-4e84-aff7-8169994d99f5""","ios:""limebike://map?selected_vehicle_id=7HRLXONUF52M4\u0026generated_at=1634666729""}}","lat:""38.8829""","lon:""-76.9807""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=7HRLXONUF52M4\u0026generated_at=1634666729"""
"{""bike_id"":""db71d0e8-ff3f-4275-a93f-2e0aea262758""","ios:""limebike://map?selected_vehicle_id=RW7XNWNPICT6R\u0026generated_at=1634666729""}}","lat:""38.8835""","lon:""-76.9807""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=RW7XNWNPICT6R\u0026generated_at=1634666729"""
"{""bike_id"":""4d27b912-68be-4f90-8058-8a379823d757""","ios:""limebike://map?selected_vehicle_id=7LFOQFM4XK7T7\u0026generated_at=1634666729""}}","lat:""38.9039""","lon:""-76.9808""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=7LFOQFM4XK7T7\u0026generated_at=1634666729"""
"{""bike_id"":""7e5bffa9-0cd3-4f8c-af1c-0fb9026280b7""","ios:""limebike://map?selected_vehicle_id=5ABTNIYCVSSOX\u0026generated_at=1634666729""}}","lat:""38.8978""","lon:""-76.9809""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=5ABTNIYCVSSOX\u0026generated_at=1634666729"""
"{""bike_id"":""0459f867-b2cc-4e82-8820-000e0b5bbe04""","ios:""limebike://map?selected_vehicle_id=PO72JUO67WHEN\u0026generated_at=1634666729""}}","lat:""38.8842""","lon:""-76.981""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=PO72JUO67WHEN\u0026generated_at=1634666729"""
"{""bike_id"":""6fedea53-31bc-4cd5-b6fa-20073dfaa220""","ios:""limebike://map?selected_vehicle_id=XV6O2ELO3RMFM\u0026generated_at=1634666729""}}","lat:""38.8876""","lon:""-76.9812""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=XV6O2ELO3RMFM\u0026generated_at=1634666729"""
"{""bike_id"":""40ea2dd0-9a55-4c71-829c-0609c44559d8""","ios:""limebike://map?selected_vehicle_id=EKQ42IYQ5VP2X\u0026generated_at=1634666729""}}","lat:""38.905""","lon:""-76.9812""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=EKQ42IYQ5VP2X\u0026generated_at=1634666729"""
"{""bike_id"":""3035c60c-e168-4271-bcba-640dcd2dc3b2""","ios:""limebike://map?selected_vehicle_id=EMLF3QCXIIELW\u0026generated_at=1634666729""}}","lat:""38.9049""","lon:""-76.9813""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=EMLF3QCXIIELW\u0026generated_at=1634666729"""
"{""bike_id"":""46b8aed7-9fc3-423c-bf24-d340d37680c0""","ios:""limebike://map?selected_vehicle_id=HTT2N7DLSYGHN\u0026generated_at=1634666729""}}","lat:""38.8962""","lon:""-76.9814""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=HTT2N7DLSYGHN\u0026generated_at=1634666729"""
"{""bike_id"":""c441b71c-79a9-4259-a6de-0eaf06795a28""","ios:""limebike://map?selected_vehicle_id=CAA6VWJACVHNA\u0026generated_at=1634666729""}}","lat:""38.8862""","lon:""-76.9814""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=CAA6VWJACVHNA\u0026generated_at=1634666729"""
"{""bike_id"":""d30a6db0-040c-42f3-889f-5262a2802bb0""","ios:""limebike://map?selected_vehicle_id=2FTQUCQZIB5O3\u0026generated_at=1634666729""}}","lat:""38.9025""","lon:""-76.9814""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=2FTQUCQZIB5O3\u0026generated_at=1634666729"""
"{""bike_id"":""14fd328b-e346-4958-82f6-e54141a3d80a""","ios:""limebike://map?selected_vehicle_id=MINMS4MKYGLK5\u0026generated_at=1634666729""}}","lat:""38.8966""","lon:""-76.9816""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=MINMS4MKYGLK5\u0026generated_at=1634666729"""
"{""bike_id"":""5552861b-e175-40a2-a97f-8d6b2fb6c957""","ios:""limebike://map?selected_vehicle_id=DHYTQBO2YP4IW\u0026generated_at=1634666729""}}","lat:""38.9034""","lon:""-76.9817""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=DHYTQBO2YP4IW\u0026generated_at=1634666729"""
"{""bike_id"":""4aa23f2c-b3b5-415e-84ac-e22291469408""","ios:""limebike://map?selected_vehicle_id=EOUPAKTPC7PKA\u0026generated_at=1634666729""}}","lat:""38.8897""","lon:""-76.9818""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=EOUPAKTPC7PKA\u0026generated_at=1634666729"""
"{""bike_id"":""742d37c8-c41d-4a3a-a72d-fc147dfd21f3""","ios:""limebike://map?selected_vehicle_id=ELKWN7PPZRWHV\u0026generated_at=1634666729""}}","lat:""38.904""","lon:""-76.9819""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ELKWN7PPZRWHV\u0026generated_at=1634666729"""
"{""bike_id"":""4fb873b6-bd16-47b8-823e-d05bdec9f036""","ios:""limebike://map?selected_vehicle_id=7TBSF45NKKY3V\u0026generated_at=1634666729""}}","lat:""38.904""","lon:""-76.9819""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=7TBSF45NKKY3V\u0026generated_at=1634666729"""
"{""bike_id"":""efb574fa-27f5-4dcb-9e5a-910df4613e97""","ios:""limebike://map?selected_vehicle_id=LIDAIFFDDFAUU\u0026generated_at=1634666729""}}","lat:""38.8994""","lon:""-76.9821""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LIDAIFFDDFAUU\u0026generated_at=1634666729"""
"{""bike_id"":""92513fcf-4e46-4ede-9a80-929e7e02ed2a""","ios:""limebike://map?selected_vehicle_id=4KAVL4DC2WUGS\u0026generated_at=1634666729""}}","lat:""38.8994""","lon:""-76.9822""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=4KAVL4DC2WUGS\u0026generated_at=1634666729"""
"{""bike_id"":""a80e55d8-eaa3-480b-bf1f-ba14e6e68e07""","ios:""limebike://map?selected_vehicle_id=XMGBOPVTRXGO3\u0026generated_at=1634666729""}}","lat:""38.8947""","lon:""-76.9822""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=XMGBOPVTRXGO3\u0026generated_at=1634666729"""
"{""bike_id"":""a48431e5-cc49-4598-b1a3-5fd9a2a386cc""","ios:""limebike://map?selected_vehicle_id=JELVUYNCDRVXK\u0026generated_at=1634666729""}}","lat:""38.8888""","lon:""-76.9823""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=JELVUYNCDRVXK\u0026generated_at=1634666729"""
"{""bike_id"":""557482c6-4142-4e19-99cd-0a9fabd24a3e""","ios:""limebike://map?selected_vehicle_id=P3CL5VRY6ACZT\u0026generated_at=1634666729""}}","lat:""38.9207""","lon:""-76.9824""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=P3CL5VRY6ACZT\u0026generated_at=1634666729"""
"{""bike_id"":""8d9cbed3-c8dc-42d1-bdf9-9f7a851fafa2""","ios:""limebike://map?selected_vehicle_id=NEASSV6NYZRDL\u0026generated_at=1634666729""}}","lat:""38.892""","lon:""-76.9824""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=NEASSV6NYZRDL\u0026generated_at=1634666729"""
"{""bike_id"":""6d46ede4-1bc9-4e67-a65b-c8ba7ddc333a""","ios:""limebike://map?selected_vehicle_id=F7F6U2VD25R36\u0026generated_at=1634666729""}}","lat:""38.9077""","lon:""-76.9824""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=F7F6U2VD25R36\u0026generated_at=1634666729"""
"{""bike_id"":""642d48ad-65b9-4b41-bf6f-9899246d0d8a""","ios:""limebike://map?selected_vehicle_id=SGDMYZ35MJ64Z\u0026generated_at=1634666729""}}","lat:""38.9214""","lon:""-76.9825""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=SGDMYZ35MJ64Z\u0026generated_at=1634666729"""
"{""bike_id"":""0270db55-2fd5-4e2e-ab5c-00f4a46d2da4""","ios:""limebike://map?selected_vehicle_id=7CFIQG237EKJN\u0026generated_at=1634666729""}}","lat:""38.9215""","lon:""-76.9825""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=7CFIQG237EKJN\u0026generated_at=1634666729"""
"{""bike_id"":""c565115e-b4dc-4333-b167-3f7cb6d90c17""","ios:""limebike://map?selected_vehicle_id=GKZZSF2OOIG3O\u0026generated_at=1634666729""}}","lat:""38.8993""","lon:""-76.9827""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=GKZZSF2OOIG3O\u0026generated_at=1634666729"""
"{""bike_id"":""81faa235-dec5-4c6e-8eeb-66247e8e0b42""","ios:""limebike://map?selected_vehicle_id=BN2KO6RX4TKXA\u0026generated_at=1634666729""}}","lat:""38.8962""","lon:""-76.9827""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=BN2KO6RX4TKXA\u0026generated_at=1634666729"""
"{""bike_id"":""8eb4584f-a5ae-4f9a-96be-db568dd1e896""","ios:""limebike://map?selected_vehicle_id=OT5YAHQUZLWSD\u0026generated_at=1634666729""}}","lat:""38.9211""","lon:""-76.9828""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=OT5YAHQUZLWSD\u0026generated_at=1634666729"""
"{""bike_id"":""94a12354-a93b-4c32-a0ee-8310b98cab7f""","ios:""limebike://map?selected_vehicle_id=PRISGT4A5HP6T\u0026generated_at=1634666729""}}","lat:""38.9078""","lon:""-76.9828""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=PRISGT4A5HP6T\u0026generated_at=1634666729"""
"{""bike_id"":""f34dcbd3-dde5-4583-a539-f197950d99e6""","ios:""limebike://map?selected_vehicle_id=C4POKLQPQN6NW\u0026generated_at=1634666729""}}","lat:""38.9082""","lon:""-76.9828""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=C4POKLQPQN6NW\u0026generated_at=1634666729"""
"{""bike_id"":""33bd65ec-bf0d-4abf-9e9f-93bf3dc50d96""","ios:""limebike://map?selected_vehicle_id=VZSO6Q2BEHYLX\u0026generated_at=1634666729""}}","lat:""38.9213""","lon:""-76.9828""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=VZSO6Q2BEHYLX\u0026generated_at=1634666729"""
"{""bike_id"":""738ce9df-532b-4d21-8b9f-a9b14c70adcc""","ios:""limebike://map?selected_vehicle_id=CNLHPNFYQ7T3O\u0026generated_at=1634666729""}}","lat:""38.9042""","lon:""-76.9829""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=CNLHPNFYQ7T3O\u0026generated_at=1634666729"""
"{""bike_id"":""5c8609a5-9ad0-4e93-a77e-ade031492baf""","ios:""limebike://map?selected_vehicle_id=UVGYAJB2QFROV\u0026generated_at=1634666729""}}","lat:""38.8996""","lon:""-76.9831""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=UVGYAJB2QFROV\u0026generated_at=1634666729"""
"{""bike_id"":""5f4899d2-8c38-4a3c-a0cf-90ccd93427e7""","ios:""limebike://map?selected_vehicle_id=SG2QHFV2Y22AK\u0026generated_at=1634666729""}}","lat:""38.8997""","lon:""-76.9832""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=SG2QHFV2Y22AK\u0026generated_at=1634666729"""
"{""bike_id"":""08ad825f-f511-4db0-b09a-280fd908e9ee""","ios:""limebike://map?selected_vehicle_id=C5POIZIQ6FHEU\u0026generated_at=1634666729""}}","lat:""38.9011""","lon:""-76.9833""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=C5POIZIQ6FHEU\u0026generated_at=1634666729"""
"{""bike_id"":""c7e0ba99-ff37-4f75-a6a5-37a85413d677""","ios:""limebike://map?selected_vehicle_id=J7HJY2ZI5TFI3\u0026generated_at=1634666729""}}","lat:""38.8944""","lon:""-76.9835""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=J7HJY2ZI5TFI3\u0026generated_at=1634666729"""
"{""bike_id"":""cd202ac6-7b6e-4232-8314-752c3c20dbaa""","ios:""limebike://map?selected_vehicle_id=BSHMXRXIEMQ7C\u0026generated_at=1634666729""}}","lat:""38.8944""","lon:""-76.9835""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=BSHMXRXIEMQ7C\u0026generated_at=1634666729"""
"{""bike_id"":""c9d4d3f2-aad4-482c-adcf-950f654a7dfa""","ios:""limebike://map?selected_vehicle_id=FCSAM7KABRYWV\u0026generated_at=1634666729""}}","lat:""38.9155""","lon:""-76.9836""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=FCSAM7KABRYWV\u0026generated_at=1634666729"""
"{""bike_id"":""a93fee0e-d03b-4367-b801-843477488e1c""","ios:""limebike://map?selected_vehicle_id=PTQVSBCUZCJSK\u0026generated_at=1634666729""}}","lat:""38.908""","lon:""-76.9836""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=PTQVSBCUZCJSK\u0026generated_at=1634666729"""
"{""bike_id"":""8f0a23fd-d93f-47fe-b8cf-cb23746d4ce1""","ios:""limebike://map?selected_vehicle_id=FONY5QRMMWI3V\u0026generated_at=1634666729""}}","lat:""38.9149""","lon:""-76.9837""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=FONY5QRMMWI3V\u0026generated_at=1634666729"""
"{""bike_id"":""cb60d979-56c5-4ba2-baba-3f1cba7ad161""","ios:""limebike://map?selected_vehicle_id=226YJ35MDETJ5\u0026generated_at=1634666729""}}","lat:""38.8853""","lon:""-76.9837""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=226YJ35MDETJ5\u0026generated_at=1634666729"""
"{""bike_id"":""b757d4f8-d923-4ab3-8ba9-2650f1177130""","ios:""limebike://map?selected_vehicle_id=BJGV2TFWPH3CK\u0026generated_at=1634666729""}}","lat:""38.9209""","lon:""-76.9838""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=BJGV2TFWPH3CK\u0026generated_at=1634666729"""
"{""bike_id"":""2d7ef83d-dbb5-4d47-813c-949c97c49c76""","ios:""limebike://map?selected_vehicle_id=3XP2ZSVJJU2TD\u0026generated_at=1634666729""}}","lat:""38.8989""","lon:""-76.9839""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=3XP2ZSVJJU2TD\u0026generated_at=1634666729"""
"{""bike_id"":""a2b50b45-1774-4931-9c89-7611c972ba88""","ios:""limebike://map?selected_vehicle_id=7EPATJYSTQB6Y\u0026generated_at=1634666729""}}","lat:""38.9199""","lon:""-76.984""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=7EPATJYSTQB6Y\u0026generated_at=1634666729"""
"{""bike_id"":""f486c513-2218-4814-87c8-9f4cbaefd97b""","ios:""limebike://map?selected_vehicle_id=G6GIJCRJWVIEP\u0026generated_at=1634666729""}}","lat:""38.9063""","lon:""-76.984""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=G6GIJCRJWVIEP\u0026generated_at=1634666729"""
"{""bike_id"":""a9a196ea-cd68-4f5e-a679-9d0ff7eb9bc3""","ios:""limebike://map?selected_vehicle_id=KC4UXMM2VUWG6\u0026generated_at=1634666729""}}","lat:""38.9063""","lon:""-76.9841""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=KC4UXMM2VUWG6\u0026generated_at=1634666729"""
"{""bike_id"":""1a21a902-db96-4126-88dd-ef0b38a551ac""","ios:""limebike://map?selected_vehicle_id=J2C6IALO6ZFLE\u0026generated_at=1634666729""}}","lat:""38.9217""","lon:""-76.9842""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=J2C6IALO6ZFLE\u0026generated_at=1634666729"""
"{""bike_id"":""3ef085f5-9c0b-42cc-9508-649d7ab2a370""","ios:""limebike://map?selected_vehicle_id=4R26EPTQOLYMF\u0026generated_at=1634666729""}}","lat:""38.9148""","lon:""-76.9842""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=4R26EPTQOLYMF\u0026generated_at=1634666729"""
"{""bike_id"":""176f5fdc-3b57-4f40-b2ac-49965f6aaa9e""","ios:""limebike://map?selected_vehicle_id=G7S5ZWOFEYPFL\u0026generated_at=1634666729""}}","lat:""38.9215""","lon:""-76.9842""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=G7S5ZWOFEYPFL\u0026generated_at=1634666729"""
"{""bike_id"":""5647402b-d850-45cd-82a4-3af5def33971""","ios:""limebike://map?selected_vehicle_id=JMN2FENCUZINJ\u0026generated_at=1634666729""}}","lat:""38.8936""","lon:""-76.9843""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=JMN2FENCUZINJ\u0026generated_at=1634666729"""
"{""bike_id"":""e704ecd6-c981-4caa-a4a5-555bb75ab42d""","ios:""limebike://map?selected_vehicle_id=TDA67ZP44T7RF\u0026generated_at=1634666729""}}","lat:""38.8989""","lon:""-76.9844""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=TDA67ZP44T7RF\u0026generated_at=1634666729"""
"{""bike_id"":""a1affb76-6d3a-4167-a9c4-ab7bbbd77b0a""","ios:""limebike://map?selected_vehicle_id=NMXCCJZWIEXBD\u0026generated_at=1634666729""}}","lat:""38.9146""","lon:""-76.9845""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=NMXCCJZWIEXBD\u0026generated_at=1634666729"""
"{""bike_id"":""943d5808-2e6e-4b61-8499-2963bff60013""","ios:""limebike://map?selected_vehicle_id=RPHR35JLVOO4W\u0026generated_at=1634666729""}}","lat:""38.8977""","lon:""-76.9846""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=RPHR35JLVOO4W\u0026generated_at=1634666729"""
"{""bike_id"":""071c71a2-1e44-45b8-9cfe-bd2b63b47cec""","ios:""limebike://map?selected_vehicle_id=3QUMAVUOAHJHV\u0026generated_at=1634666729""}}","lat:""38.9146""","lon:""-76.9848""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=3QUMAVUOAHJHV\u0026generated_at=1634666729"""
"{""bike_id"":""c329920d-0fed-4b24-898f-1294539da2c2""","ios:""limebike://map?selected_vehicle_id=RPAFMIZASVWG6\u0026generated_at=1634666729""}}","lat:""38.9031""","lon:""-76.9848""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=RPAFMIZASVWG6\u0026generated_at=1634666729"""
"{""bike_id"":""b41833d5-a850-4d2f-80ec-f75085545c77""","ios:""limebike://map?selected_vehicle_id=EY4CGZLPZEQMF\u0026generated_at=1634666729""}}","lat:""38.9031""","lon:""-76.9849""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=EY4CGZLPZEQMF\u0026generated_at=1634666729"""
"{""bike_id"":""bcbf4352-d985-4b4d-9fbd-79fc0ca066ee""","ios:""limebike://map?selected_vehicle_id=LOLPTTDGNIG5D\u0026generated_at=1634666729""}}","lat:""38.9085""","lon:""-76.9849""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LOLPTTDGNIG5D\u0026generated_at=1634666729"""
"{""bike_id"":""22c63c78-2cb2-49e0-b91c-0dd4894eaafb""","ios:""limebike://map?selected_vehicle_id=S3J5Z3YHG5EUR\u0026generated_at=1634666729""}}","lat:""38.8954""","lon:""-76.9849""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=S3J5Z3YHG5EUR\u0026generated_at=1634666729"""
"{""bike_id"":""5369417a-0bc1-4f00-9150-eff4df880c45""","ios:""limebike://map?selected_vehicle_id=A3PBEPDUDT66V\u0026generated_at=1634666729""}}","lat:""38.8954""","lon:""-76.9849""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=A3PBEPDUDT66V\u0026generated_at=1634666729"""
"{""bike_id"":""20e791db-3af1-4646-b712-8453009ff09f""","ios:""limebike://map?selected_vehicle_id=MJR6IZEDI5TKB\u0026generated_at=1634666729""}}","lat:""38.903""","lon:""-76.9849""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=MJR6IZEDI5TKB\u0026generated_at=1634666729"""
"{""bike_id"":""138644bf-54b1-4cc1-861f-1e9aeed54b83""","ios:""limebike://map?selected_vehicle_id=7KQD73GAGVAMA\u0026generated_at=1634666729""}}","lat:""38.9004""","lon:""-76.985""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=7KQD73GAGVAMA\u0026generated_at=1634666729"""
"{""bike_id"":""ff7f6f47-cdbf-4504-8ba3-2e336b6bb9bc""","ios:""limebike://map?selected_vehicle_id=K55YCCROCAWFE\u0026generated_at=1634666729""}}","lat:""38.9069""","lon:""-76.985""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=K55YCCROCAWFE\u0026generated_at=1634666729"""
"{""bike_id"":""39a1740c-9a92-4eff-a8a1-ee2432b10424""","ios:""limebike://map?selected_vehicle_id=DZJG7SNO3ENLQ\u0026generated_at=1634666729""}}","lat:""38.91""","lon:""-76.985""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=DZJG7SNO3ENLQ\u0026generated_at=1634666729"""
"{""bike_id"":""e0ced0b2-1d65-4784-bc41-5d60a9f64c0b""","ios:""limebike://map?selected_vehicle_id=LZIPWBZ3NF54X\u0026generated_at=1634666729""}}","lat:""38.92""","lon:""-76.9852""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LZIPWBZ3NF54X\u0026generated_at=1634666729"""
"{""bike_id"":""0bbeb632-8403-4432-98cc-9f55161e59db""","ios:""limebike://map?selected_vehicle_id=46L3VWZTLB3PF\u0026generated_at=1634666729""}}","lat:""38.8909""","lon:""-76.9854""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=46L3VWZTLB3PF\u0026generated_at=1634666729"""
"{""bike_id"":""4f3687f3-ae29-45b3-945e-2d8c5c06ebc0""","ios:""limebike://map?selected_vehicle_id=ON2XZ4IPXRXZG\u0026generated_at=1634666729""}}","lat:""38.9004""","lon:""-76.9855""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ON2XZ4IPXRXZG\u0026generated_at=1634666729"""
"{""bike_id"":""34ef7689-2a37-43f7-ae98-18cbf8626a3b""","ios:""limebike://map?selected_vehicle_id=A54N7PEULNAHA\u0026generated_at=1634666729""}}","lat:""38.904""","lon:""-76.9856""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=A54N7PEULNAHA\u0026generated_at=1634666729"""
"{""bike_id"":""21e3dbb4-486f-4bbe-83b1-efcf82f846e4""","ios:""limebike://map?selected_vehicle_id=ZYRX6IUOZHJBH\u0026generated_at=1634666729""}}","lat:""38.9128""","lon:""-76.9857""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ZYRX6IUOZHJBH\u0026generated_at=1634666729"""
"{""bike_id"":""649dbbab-5fab-486b-b6a1-75791639ea96""","ios:""limebike://map?selected_vehicle_id=TXR7JCPFKN2QI\u0026generated_at=1634666729""}}","lat:""38.8913""","lon:""-76.9858""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=TXR7JCPFKN2QI\u0026generated_at=1634666729"""
"{""bike_id"":""5315b222-6c96-41b2-b476-2bfdf1247017""","ios:""limebike://map?selected_vehicle_id=3N3NB2XYNSVP4\u0026generated_at=1634666729""}}","lat:""38.9147""","lon:""-76.9858""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=3N3NB2XYNSVP4\u0026generated_at=1634666729"""
"{""bike_id"":""776e8f19-dbb4-4abc-a4e0-1ae19b88acde""","ios:""limebike://map?selected_vehicle_id=UCRIMVWI5PPFS\u0026generated_at=1634666729""}}","lat:""38.884""","lon:""-76.9859""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=UCRIMVWI5PPFS\u0026generated_at=1634666729"""
"{""bike_id"":""2aa4d888-198a-42dc-988d-67616417cefa""","ios:""limebike://map?selected_vehicle_id=L6QTG77DFQIE5\u0026generated_at=1634666729""}}","lat:""38.9149""","lon:""-76.9859""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=L6QTG77DFQIE5\u0026generated_at=1634666729"""
