Bike ID,iOS,Latitude,Longitude,Rental URIS
"{""bike_id"":""4f888707-a442-4b27-8912-ff0c98e64d83""","ios:""limebike://map?selected_vehicle_id=JU23F4YUJELZD\u0026generated_at=1634666729""}}","lat:""38.9235""","lon:""-76.9514""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=JU23F4YUJELZD\u0026generated_at=1634666729"""
"{""bike_id"":""b37765da-adb3-4cac-b92e-a3551a02ab99""","ios:""limebike://map?selected_vehicle_id=CMKJRZOJ63AAQ\u0026generated_at=1634666729""}}","lat:""38.8907""","lon:""-76.9542""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=CMKJRZOJ63AAQ\u0026generated_at=1634666729"""
"{""bike_id"":""1454a957-5430-4fc6-be94-b6c49479c1a3""","ios:""limebike://map?selected_vehicle_id=CNKUL7DGHKLRN\u0026generated_at=1634666729""}}","lat:""38.8971""","lon:""-76.9219""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=CNKUL7DGHKLRN\u0026generated_at=1634666729"""
"{""bike_id"":""ee64daf5-5a83-4861-abe6-d81326481bb6""","ios:""limebike://map?selected_vehicle_id=OPVUAJYG5NRDO\u0026generated_at=1634666729""}}","lat:""38.9008""","lon:""-76.9467""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=OPVUAJYG5NRDO\u0026generated_at=1634666729"""
"{""bike_id"":""b6b36c28-8bd1-498b-8d63-1f39d4be2574""","ios:""limebike://map?selected_vehicle_id=GEI3V5PKTNPWU\u0026generated_at=1634666729""}}","lat:""38.8973""","lon:""-76.9504""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=GEI3V5PKTNPWU\u0026generated_at=1634666729"""
"{""bike_id"":""242cbe5e-ab60-466a-9259-4e72a81c303b""","ios:""limebike://map?selected_vehicle_id=W65QCIYVZDLVR\u0026generated_at=1634666729""}}","lat:""38.9025""","lon:""-76.9695""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=W65QCIYVZDLVR\u0026generated_at=1634666729"""
"{""bike_id"":""da160402-b43e-421e-9377-b75935f02990""","ios:""limebike://map?selected_vehicle_id=OASVAO5CU2FIO\u0026generated_at=1634666729""}}","lat:""38.8893""","lon:""-76.9897""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=OASVAO5CU2FIO\u0026generated_at=1634666729"""
"{""bike_id"":""e5218937-d1e7-4d9d-a628-073a2c2de200""","ios:""limebike://map?selected_vehicle_id=2XQK7YWWFO44K\u0026generated_at=1634666729""}}","lat:""38.9046""","lon:""-76.9246""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=2XQK7YWWFO44K\u0026generated_at=1634666729"""
"{""bike_id"":""dba40c26-a548-48d1-a8ac-21046ae534dd""","ios:""limebike://map?selected_vehicle_id=VRELCEICO3YEM\u0026generated_at=1634666729""}}","lat:""38.9183""","lon:""-76.9693""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=VRELCEICO3YEM\u0026generated_at=1634666729"""
"{""bike_id"":""c96657cc-9667-4c00-92ca-7c9ee64c4f9c""","ios:""limebike://map?selected_vehicle_id=Y7KLBOTWNXQ2T\u0026generated_at=1634666729""}}","lat:""38.8997""","lon:""-76.9272""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=Y7KLBOTWNXQ2T\u0026generated_at=1634666729"""
"{""bike_id"":""c85d2084-c0d2-4a39-bf73-dec972449741""","ios:""limebike://map?selected_vehicle_id=CEIROGGU44E2V\u0026generated_at=1634666729""}}","lat:""38.9027""","lon:""-76.9285""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=CEIROGGU44E2V\u0026generated_at=1634666729"""
"{""bike_id"":""288f0a97-f857-45b9-afad-39cf61b8a33f""","ios:""limebike://map?selected_vehicle_id=DSGJYJNKSYR7R\u0026generated_at=1634666729""}}","lat:""38.8963""","lon:""-76.9305""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=DSGJYJNKSYR7R\u0026generated_at=1634666729"""
"{""bike_id"":""d4246c6c-deb8-4287-b356-030f599dca19""","ios:""limebike://map?selected_vehicle_id=37VVPJ4JPBXIL\u0026generated_at=1634666729""}}","lat:""38.9085""","lon:""-76.9345""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=37VVPJ4JPBXIL\u0026generated_at=1634666729"""
"{""bike_id"":""7add2330-0157-4d73-858c-a052ec98632b""","ios:""limebike://map?selected_vehicle_id=KR5MCFPD6JKBM\u0026generated_at=1634666729""}}","lat:""38.9127""","lon:""-76.9373""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=KR5MCFPD6JKBM\u0026generated_at=1634666729"""
"{""bike_id"":""6303724f-8d61-40d4-8aba-7d29c40b3b7f""","ios:""limebike://map?selected_vehicle_id=PEYF4VEQXNXVM\u0026generated_at=1634666729""}}","lat:""38.8991""","lon:""-76.9407""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=PEYF4VEQXNXVM\u0026generated_at=1634666729"""
"{""bike_id"":""63aa462a-1903-44e6-af05-b691fa87cc19""","ios:""limebike://map?selected_vehicle_id=PJ4HUT4ZDR6WI\u0026generated_at=1634666729""}}","lat:""38.9113""","lon:""-76.9412""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=PJ4HUT4ZDR6WI\u0026generated_at=1634666729"""
"{""bike_id"":""6da57634-2a2f-431c-bbb4-beca74fa47dd""","ios:""limebike://map?selected_vehicle_id=A5D4LORPVWQCJ\u0026generated_at=1634666729""}}","lat:""38.9112""","lon:""-76.9413""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=A5D4LORPVWQCJ\u0026generated_at=1634666729"""
"{""bike_id"":""57d7ce13-c21f-463e-bdc4-d2ab7cacbba9""","ios:""limebike://map?selected_vehicle_id=HHIZX33GWN3DH\u0026generated_at=1634666729""}}","lat:""38.8975""","lon:""-76.9425""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=HHIZX33GWN3DH\u0026generated_at=1634666729"""
"{""bike_id"":""24515db1-9752-480e-bd43-6d7074208c4e""","ios:""limebike://map?selected_vehicle_id=ETRNKUVYUW5YW\u0026generated_at=1634666729""}}","lat:""38.9025""","lon:""-76.9464""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ETRNKUVYUW5YW\u0026generated_at=1634666729"""
"{""bike_id"":""1747a3a2-8cb2-499f-a0b2-a6123ae72e8b""","ios:""limebike://map?selected_vehicle_id=2W3WQJCJSKRZO\u0026generated_at=1634666729""}}","lat:""38.897""","lon:""-76.9473""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=2W3WQJCJSKRZO\u0026generated_at=1634666729"""
"{""bike_id"":""612ef46f-dda3-4ab0-a6c2-7fe751883fa5""","ios:""limebike://map?selected_vehicle_id=QCPTY4FYMGNWX\u0026generated_at=1634666729""}}","lat:""38.8966""","lon:""-76.9483""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=QCPTY4FYMGNWX\u0026generated_at=1634666729"""
"{""bike_id"":""e0aab548-b787-4fd8-a0ef-ec016789ab00""","ios:""limebike://map?selected_vehicle_id=FFBFHNYDNGPU7\u0026generated_at=1634666729""}}","lat:""38.9016""","lon:""-76.95""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=FFBFHNYDNGPU7\u0026generated_at=1634666729"""
"{""bike_id"":""e006edf0-899c-4964-8f6b-685ff8fd0dae""","ios:""limebike://map?selected_vehicle_id=MMNLL3FBZ4CES\u0026generated_at=1634666729""}}","lat:""38.9071""","lon:""-76.9516""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=MMNLL3FBZ4CES\u0026generated_at=1634666729"""
"{""bike_id"":""393ef154-4862-4f64-866a-d41e32fe9dc3""","ios:""limebike://map?selected_vehicle_id=KQN2VZ5MCKPFA\u0026generated_at=1634666729""}}","lat:""38.9187""","lon:""-76.9575""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=KQN2VZ5MCKPFA\u0026generated_at=1634666729"""
"{""bike_id"":""44779b7c-30b3-46eb-97ca-bcc580d9421b""","ios:""limebike://map?selected_vehicle_id=ETMWUM6Q66ZZS\u0026generated_at=1634666729""}}","lat:""38.8966""","lon:""-76.9602""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=ETMWUM6Q66ZZS\u0026generated_at=1634666729"""
"{""bike_id"":""371a0d18-6994-40a0-94c0-732cac71e3c9""","ios:""limebike://map?selected_vehicle_id=D7JRPXBN3B4NF\u0026generated_at=1634666729""}}","lat:""38.9187""","lon:""-76.9636""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=D7JRPXBN3B4NF\u0026generated_at=1634666729"""
"{""bike_id"":""9c7127cf-c76e-4457-b319-e81d3e69d958""","ios:""limebike://map?selected_vehicle_id=SEK3ROSIOYWQD\u0026generated_at=1634666729""}}","lat:""38.9278""","lon:""-76.9695""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=SEK3ROSIOYWQD\u0026generated_at=1634666729"""
"{""bike_id"":""3912ecdc-2c56-43dc-bec0-124269ee7ca8""","ios:""limebike://map?selected_vehicle_id=Z22AAWHMACGVQ\u0026generated_at=1634666729""}}","lat:""38.9025""","lon:""-76.9697""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=Z22AAWHMACGVQ\u0026generated_at=1634666729"""
"{""bike_id"":""11a5c42c-d80a-4ec9-9484-f87edee5ab48""","ios:""limebike://map?selected_vehicle_id=PEOTRZPTNFDSI\u0026generated_at=1634666729""}}","lat:""38.8988""","lon:""-76.9699""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=PEOTRZPTNFDSI\u0026generated_at=1634666729"""
"{""bike_id"":""51a83f00-977c-470f-a292-2edea47c009b""","ios:""limebike://map?selected_vehicle_id=IWBKGVNRZGPPP\u0026generated_at=1634666729""}}","lat:""38.9028""","lon:""-76.97""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=IWBKGVNRZGPPP\u0026generated_at=1634666729"""
"{""bike_id"":""d47789ba-0277-44ef-8b8a-f23d46cf52ea""","ios:""limebike://map?selected_vehicle_id=MAQBISX5PZUFA\u0026generated_at=1634666729""}}","lat:""38.9086""","lon:""-76.9983""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=MAQBISX5PZUFA\u0026generated_at=1634666729"""
"{""bike_id"":""57f1d9f7-7dc6-4411-98ec-17649f468539""","ios:""limebike://map?selected_vehicle_id=OGFYS53ROPW3J\u0026generated_at=1634666729""}}","lat:""38.9065""","lon:""-76.9994""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=OGFYS53ROPW3J\u0026generated_at=1634666729"""
"{""bike_id"":""2256b011-37ca-4b1c-93bb-8fd8bf30ad4a""","ios:""limebike://map?selected_vehicle_id=2QSXAZII5BQHY\u0026generated_at=1634666729""}}","lat:""38.888""","lon:""-76.9962""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=2QSXAZII5BQHY\u0026generated_at=1634666729"""
"{""bike_id"":""615f96bf-8b18-4c7c-a7d1-fdcb8a213d6f""","ios:""limebike://map?selected_vehicle_id=2SKBDFEKN467B\u0026generated_at=1634666729""}}","lat:""38.9334""","lon:""-76.9975""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=2SKBDFEKN467B\u0026generated_at=1634666729"""
"{""bike_id"":""312cd8a8-8f39-4eec-8896-4baf36f0d0d8""","ios:""limebike://map?selected_vehicle_id=DX45DM4XP2UYA\u0026generated_at=1634666729""}}","lat:""38.958""","lon:""-76.9976""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=DX45DM4XP2UYA\u0026generated_at=1634666729"""
"{""bike_id"":""e5925cd1-1c61-4873-91a7-a0ad4df9bd48""","ios:""limebike://map?selected_vehicle_id=DD5V63C2AWWEW\u0026generated_at=1634666729""}}","lat:""38.8897""","lon:""-76.9988""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=DD5V63C2AWWEW\u0026generated_at=1634666729"""
"{""bike_id"":""d11dde2c-1461-4eaf-a507-70e59b92e4e4""","ios:""limebike://map?selected_vehicle_id=IUP3EVJFTE7NB\u0026generated_at=1634666729""}}","lat:""38.9316""","lon:""-76.9999""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=IUP3EVJFTE7NB\u0026generated_at=1634666729"""
"{""bike_id"":""cf769b71-ec17-48d1-8af4-077486c62b9e""","ios:""limebike://map?selected_vehicle_id=4O4KDFOXZUPGB\u0026generated_at=1634666729""}}","lat:""38.936""","lon:""-77.0008""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=4O4KDFOXZUPGB\u0026generated_at=1634666729"""
"{""bike_id"":""56267763-88bc-460b-82b8-612b29fce64d""","ios:""limebike://map?selected_vehicle_id=4H4B7ZOPRRN5B\u0026generated_at=1634666729""}}","lat:""38.9585""","lon:""-77.0021""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=4H4B7ZOPRRN5B\u0026generated_at=1634666729"""
"{""bike_id"":""9b00f43b-76b3-47d8-b357-eaa3431600b0""","ios:""limebike://map?selected_vehicle_id=4V6IPQHBVSPMI\u0026generated_at=1634666729""}}","lat:""38.9408""","lon:""-77.003""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=4V6IPQHBVSPMI\u0026generated_at=1634666729"""
"{""bike_id"":""7febbbc5-5b5c-4e26-92b1-6e86121b1b65""","ios:""limebike://map?selected_vehicle_id=UPLFPECB4KXKA\u0026generated_at=1634666729""}}","lat:""38.9273""","lon:""-77.006""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=UPLFPECB4KXKA\u0026generated_at=1634666729"""
"{""bike_id"":""e4cf4802-6237-460a-9d6f-244dc5b9f84c""","ios:""limebike://map?selected_vehicle_id=Y7VK3XIACJ2JT\u0026generated_at=1634666729""}}","lat:""38.8896""","lon:""-76.9207""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=Y7VK3XIACJ2JT\u0026generated_at=1634666729"""
"{""bike_id"":""56a69307-a93a-4fe6-aeb7-9d23587aa1a1""","ios:""limebike://map?selected_vehicle_id=RXOX5B2VLOFJ5\u0026generated_at=1634666729""}}","lat:""38.8935""","lon:""-76.921""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=RXOX5B2VLOFJ5\u0026generated_at=1634666729"""
"{""bike_id"":""fe270c9b-54a7-4c6f-a753-fe65a6e82d51""","ios:""limebike://map?selected_vehicle_id=V6B7TG76CIITM\u0026generated_at=1634666729""}}","lat:""38.8808""","lon:""-76.9272""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=V6B7TG76CIITM\u0026generated_at=1634666729"""
"{""bike_id"":""635b2cc7-2cda-484c-8f40-950ee16685f4""","ios:""limebike://map?selected_vehicle_id=H3I3WKBCJDGWC\u0026generated_at=1634666729""}}","lat:""38.883""","lon:""-76.9292""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=H3I3WKBCJDGWC\u0026generated_at=1634666729"""
"{""bike_id"":""db391878-2829-4109-9406-34033985e603""","ios:""limebike://map?selected_vehicle_id=P5J77MCRO365Z\u0026generated_at=1634666729""}}","lat:""38.8778""","lon:""-76.9302""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=P5J77MCRO365Z\u0026generated_at=1634666729"""
"{""bike_id"":""cd4651e5-4bf0-483b-b0ce-c8a4f1316a46""","ios:""limebike://map?selected_vehicle_id=LJN7KY3BX5CG7\u0026generated_at=1634666729""}}","lat:""38.8769""","lon:""-76.9325""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LJN7KY3BX5CG7\u0026generated_at=1634666729"""
"{""bike_id"":""b131f4e6-4f9c-4500-8748-85626bbba033""","ios:""limebike://map?selected_vehicle_id=FZD674GNZQOHN\u0026generated_at=1634666729""}}","lat:""38.8809""","lon:""-76.9329""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=FZD674GNZQOHN\u0026generated_at=1634666729"""
"{""bike_id"":""5e929750-49c1-46d8-ab7e-ca8a6d16d94f""","ios:""limebike://map?selected_vehicle_id=EG77EZKJ6XCT6\u0026generated_at=1634666729""}}","lat:""38.8941""","lon:""-76.9358""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=EG77EZKJ6XCT6\u0026generated_at=1634666729"""
"{""bike_id"":""29ceb010-7230-478b-b4fd-48d968b5ca17""","ios:""limebike://map?selected_vehicle_id=L2VZ7WDJ7LIWP\u0026generated_at=1634666729""}}","lat:""38.8903""","lon:""-76.9375""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=L2VZ7WDJ7LIWP\u0026generated_at=1634666729"""
"{""bike_id"":""6e8ae997-0f57-4130-b5c6-17ff6505e027""","ios:""limebike://map?selected_vehicle_id=D6E6DKSISDUGW\u0026generated_at=1634666729""}}","lat:""38.8826""","lon:""-76.9389""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=D6E6DKSISDUGW\u0026generated_at=1634666729"""
"{""bike_id"":""e74e28d5-28e4-4904-a4d7-5383bd556103""","ios:""limebike://map?selected_vehicle_id=X7WINHIRHXXTK\u0026generated_at=1634666729""}}","lat:""38.867""","lon:""-76.9437""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=X7WINHIRHXXTK\u0026generated_at=1634666729"""
"{""bike_id"":""0be43289-9694-463f-9789-b0ea5e57ac72""","ios:""limebike://map?selected_vehicle_id=25QYDSZU6B3QG\u0026generated_at=1634666729""}}","lat:""38.8669""","lon:""-76.9438""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=25QYDSZU6B3QG\u0026generated_at=1634666729"""
"{""bike_id"":""93f23fb0-e458-47a3-a6cd-545a2b066d1f""","ios:""limebike://map?selected_vehicle_id=WML52TRHCI2P3\u0026generated_at=1634666729""}}","lat:""38.8909""","lon:""-76.944""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=WML52TRHCI2P3\u0026generated_at=1634666729"""
"{""bike_id"":""c5f86a9a-3c60-412c-8dcb-0873242a35ec""","ios:""limebike://map?selected_vehicle_id=LFBVJEXLWYVMT\u0026generated_at=1634666729""}}","lat:""38.8919""","lon:""-76.9483""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LFBVJEXLWYVMT\u0026generated_at=1634666729"""
"{""bike_id"":""cf83b34c-df8a-44c3-ace3-6f73588d5df5""","ios:""limebike://map?selected_vehicle_id=6WXPZIW756P5S\u0026generated_at=1634666729""}}","lat:""38.866""","lon:""-76.9493""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=6WXPZIW756P5S\u0026generated_at=1634666729"""
"{""bike_id"":""750f5020-4903-447b-bf19-124c524427e0""","ios:""limebike://map?selected_vehicle_id=G3NL6W67K4OFX\u0026generated_at=1634666729""}}","lat:""38.8929""","lon:""-76.951""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=G3NL6W67K4OFX\u0026generated_at=1634666729"""
"{""bike_id"":""4d009987-938e-46bf-af14-f83654bb9752""","ios:""limebike://map?selected_vehicle_id=UCDO3NI2NVSBM\u0026generated_at=1634666729""}}","lat:""38.8834""","lon:""-76.9514""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=UCDO3NI2NVSBM\u0026generated_at=1634666729"""
"{""bike_id"":""0e8fb23f-6f87-4e1b-8ceb-f3df8dd89ff4""","ios:""limebike://map?selected_vehicle_id=KWGM7DHNZ5UEX\u0026generated_at=1634666729""}}","lat:""38.8896""","lon:""-76.9516""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=KWGM7DHNZ5UEX\u0026generated_at=1634666729"""
"{""bike_id"":""97aa2bda-1930-49aa-875c-4ad0d22ef9e3""","ios:""limebike://map?selected_vehicle_id=LJPBCQO7KW6E4\u0026generated_at=1634666729""}}","lat:""38.8628""","lon:""-76.9537""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=LJPBCQO7KW6E4\u0026generated_at=1634666729"""
"{""bike_id"":""de48e6f3-0eb0-4473-8e9e-22009582dc49""","ios:""limebike://map?selected_vehicle_id=QBPT4AM6P3TJA\u0026generated_at=1634666729""}}","lat:""38.8629""","lon:""-76.9537""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=QBPT4AM6P3TJA\u0026generated_at=1634666729"""
"{""bike_id"":""e39f613f-d6de-4606-9f7a-279d1143d6fb""","ios:""limebike://map?selected_vehicle_id=HVVXKXR7AI6D7\u0026generated_at=1634666729""}}","lat:""38.8855""","lon:""-76.9542""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=HVVXKXR7AI6D7\u0026generated_at=1634666729"""
"{""bike_id"":""309beac4-b2df-40b8-9249-6aee11cd9244""","ios:""limebike://map?selected_vehicle_id=JIA24IGM3R754\u0026generated_at=1634666729""}}","lat:""38.8721""","lon:""-76.9548""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=JIA24IGM3R754\u0026generated_at=1634666729"""
"{""bike_id"":""bdaf2f2e-a73d-4167-ba3b-7622c07f5fd8""","ios:""limebike://map?selected_vehicle_id=VUPRMEIICLZHI\u0026generated_at=1634666729""}}","lat:""38.8721""","lon:""-76.9549""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=VUPRMEIICLZHI\u0026generated_at=1634666729"""
"{""bike_id"":""4f82cc49-c476-4da9-a07d-517ef440fd4b""","ios:""limebike://map?selected_vehicle_id=5JMI3E57I7JPW\u0026generated_at=1634666729""}}","lat:""38.872""","lon:""-76.9549""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=5JMI3E57I7JPW\u0026generated_at=1634666729"""
"{""bike_id"":""e17ca451-d441-487b-b351-207a052fe8df""","ios:""limebike://map?selected_vehicle_id=E3VCCOSZACNHO\u0026generated_at=1634666729""}}","lat:""38.8896""","lon:""-76.9554""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=E3VCCOSZACNHO\u0026generated_at=1634666729"""
"{""bike_id"":""a8bb6d21-8b34-4160-9252-5ed0e8368807""","ios:""limebike://map?selected_vehicle_id=7EVVX3COPRQP3\u0026generated_at=1634666729""}}","lat:""38.8899""","lon:""-76.9556""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=7EVVX3COPRQP3\u0026generated_at=1634666729"""
"{""bike_id"":""ab52fa2e-8f59-46bd-a92c-b01803bd815e""","ios:""limebike://map?selected_vehicle_id=O6VODZMYYPYWX\u0026generated_at=1634666729""}}","lat:""38.8864""","lon:""-76.9557""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=O6VODZMYYPYWX\u0026generated_at=1634666729"""
"{""bike_id"":""948b6914-f4f0-4fe3-8358-d9583b769d87""","ios:""limebike://map?selected_vehicle_id=GIMULA4UIH2U7\u0026generated_at=1634666729""}}","lat:""38.8877""","lon:""-76.9573""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=GIMULA4UIH2U7\u0026generated_at=1634666729"""
"{""bike_id"":""7cb13eb3-5b70-4762-85ce-c283317ff480""","ios:""limebike://map?selected_vehicle_id=UEYHH4BJ23URZ\u0026generated_at=1634666729""}}","lat:""38.8856""","lon:""-76.9575""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=UEYHH4BJ23URZ\u0026generated_at=1634666729"""
"{""bike_id"":""b20f2a16-8f14-4e2c-b125-8abb2cda89be""","ios:""limebike://map?selected_vehicle_id=5BURXN6KIWYGH\u0026generated_at=1634666729""}}","lat:""38.8856""","lon:""-76.9575""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=5BURXN6KIWYGH\u0026generated_at=1634666729"""
"{""bike_id"":""0acfdaf9-7496-4b90-8ccd-e8cb9388aa59""","ios:""limebike://map?selected_vehicle_id=PIKWVHVC6AJVR\u0026generated_at=1634666729""}}","lat:""38.8913""","lon:""-76.9579""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=PIKWVHVC6AJVR\u0026generated_at=1634666729"""
"{""bike_id"":""5fb60349-558c-468d-bb04-ea68aee45691""","ios:""limebike://map?selected_vehicle_id=AJALSIS5IL2V7\u0026generated_at=1634666729""}}","lat:""38.8649""","lon:""-76.9587""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=AJALSIS5IL2V7\u0026generated_at=1634666729"""
"{""bike_id"":""4158a888-eee0-4630-abf4-c67077fa3e12""","ios:""limebike://map?selected_vehicle_id=XFPF2P546PXLQ\u0026generated_at=1634666729""}}","lat:""38.8554""","lon:""-76.959""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=XFPF2P546PXLQ\u0026generated_at=1634666729"""
"{""bike_id"":""1add0067-87b4-47e8-a0ec-8f8b5f9ea4e1""","ios:""limebike://map?selected_vehicle_id=RIV5JY4V3ZDO5\u0026generated_at=1634666729""}}","lat:""38.8948""","lon:""-76.9593""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=RIV5JY4V3ZDO5\u0026generated_at=1634666729"""
"{""bike_id"":""1fe591d7-a30f-4155-9065-60b122dbc0f8""","ios:""limebike://map?selected_vehicle_id=3JN7K6757J4YB\u0026generated_at=1634666729""}}","lat:""38.8928""","lon:""-76.9595""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=3JN7K6757J4YB\u0026generated_at=1634666729"""
"{""bike_id"":""5f7ab2e5-10c7-4766-a6da-4c0de5352098""","ios:""limebike://map?selected_vehicle_id=JRT57HWUTTP66\u0026generated_at=1634666729""}}","lat:""38.884""","lon:""-76.9606""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=JRT57HWUTTP66\u0026generated_at=1634666729"""
"{""bike_id"":""635a2481-9c7e-4291-9eb3-ddd693ee34a1""","ios:""limebike://map?selected_vehicle_id=2DEV5FAA3R47O\u0026generated_at=1634666729""}}","lat:""38.8723""","lon:""-76.961""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=2DEV5FAA3R47O\u0026generated_at=1634666729"""
"{""bike_id"":""3ad59de9-12c2-4144-8f01-60880846d41e""","ios:""limebike://map?selected_vehicle_id=CUOIY5UGKDXSC\u0026generated_at=1634666729""}}","lat:""38.8536""","lon:""-76.9625""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=CUOIY5UGKDXSC\u0026generated_at=1634666729"""
"{""bike_id"":""558329a0-0139-4ab5-b56e-2b0c18a5a67b""","ios:""limebike://map?selected_vehicle_id=S5XSLQTR6KODC\u0026generated_at=1634666729""}}","lat:""38.8794""","lon:""-76.9641""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=S5XSLQTR6KODC\u0026generated_at=1634666729"""
"{""bike_id"":""7adfab91-c52d-414d-b450-1e639bacadd2""","ios:""limebike://map?selected_vehicle_id=7ZNTWGCADXBKU\u0026generated_at=1634666729""}}","lat:""38.8738""","lon:""-76.9649""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=7ZNTWGCADXBKU\u0026generated_at=1634666729"""
"{""bike_id"":""a3945952-4c2d-4e14-b61a-5c2f990fa14d""","ios:""limebike://map?selected_vehicle_id=BQZJ22C767IBW\u0026generated_at=1634666729""}}","lat:""38.8777""","lon:""-76.9652""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=BQZJ22C767IBW\u0026generated_at=1634666729"""
"{""bike_id"":""8f5507e9-2048-4a6e-8b03-fa89ce0a7985""","ios:""limebike://map?selected_vehicle_id=RD6JVEVPZ234F\u0026generated_at=1634666729""}}","lat:""38.8824""","lon:""-76.9662""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=RD6JVEVPZ234F\u0026generated_at=1634666729"""
"{""bike_id"":""b50ce807-fc04-4a70-95ad-477fa7625334""","ios:""limebike://map?selected_vehicle_id=577OFM7RM7YFN\u0026generated_at=1634666729""}}","lat:""38.8685""","lon:""-76.9668""","rental_uris:{""android"":""limebike://map?selected_vehicle_id=577OFM7RM7YFN\u0026generated_at=1634666729"""
